order,module,suite_file,test_case_id,test_case_name,type,tags,is_datadriven,datadriven_file
186,APN,tests/apn_tests.robot,TC_APN_040,APN ID With Non-Numeric Characters Should Be Rejected,negative,regression|apn|TC_APN_040|negative,no,
187,APN,tests/apn_tests.robot,TC_APN_041,Verify Auto Created APNs Visible In APN List,positive,regression|apn|TC_APN_041|positive,no,
188,APN,tests/apn_tests.robot,TC_APN_042,Verify IP Allocation Static Shows Subnet Mask Section,positive,regression|apn|TC_APN_042|positive,no,
189,APN,tests/apn_tests.robot,TC_APN_043,Verify Dynamic IP Allocation Hides Subnet Section,positive,regression|apn|TC_APN_043|positive,no,
190,APN,tests/apn_tests.robot,TC_APN_044,Verify Subnet Mask Section Expands For Static Allocation,positive,regression|apn|TC_APN_044|positive,no,
191,APN,tests/apn_tests.robot,TC_APN_045,Create Public APN With Static Dual Stack Subnets E2E,positive,regression|apn|TC_APN_045|positive,no,
192,APN,tests/apn_tests.robot,TC_APN_046,Static IP Without Subnet Mask Should Show Validation Error,negative,regression|apn|TC_APN_046|negative,no,
193,APN,tests/apn_tests.robot,TC_APN_047,Verify Subnet Section Matches Selected IP Address Type,positive,regression|apn|TC_APN_047|positive,no,
194,APN,tests/apn_tests.robot,TC_APN_048,Verify IPV4 Subnet Mask Manual Entry And Calculate,positive,regression|apn|TC_APN_048|positive,no,
195,APN,tests/apn_tests.robot,TC_APN_049,Verify Invalid IPV4 Address Shows Validation Error,negative,regression|apn|TC_APN_049|negative,no,
196,APN,tests/apn_tests.robot,TC_APN_050,Verify IPV4 Prefix Dropdown Contains Valid CIDR Options,positive,regression|apn|TC_APN_050|positive,no,
197,APN,tests/apn_tests.robot,TC_APN_051,Verify Multiple IPV4 Subnet Masks Can Be Added,positive,regression|apn|TC_APN_051|positive,no,
198,APN,tests/apn_tests.robot,TC_APN_052,Verify Delete Icon Removes IPV4 Subnet Mask Row,positive,regression|apn|TC_APN_052|positive,no,
199,APN,tests/apn_tests.robot,TC_APN_053,Verify CSV Upload Imports IPV4 Subnet Entries,positive,regression|apn|TC_APN_053|positive,no,
200,APN,tests/apn_tests.robot,TC_APN_054,Verify Invalid CSV Upload Shows Error For IPV4 Subnets,negative,regression|apn|TC_APN_054|negative,no,
201,APN,tests/apn_tests.robot,TC_APN_055,Verify IPV6 Subnet Mask Entry And Calculate,positive,regression|apn|TC_APN_055|positive,no,
202,APN,tests/apn_tests.robot,TC_APN_056,Verify Invalid IPV6 Address Shows Validation Error,negative,regression|apn|TC_APN_056|negative,no,
203,APN,tests/apn_tests.robot,TC_APN_057,Verify IPV6 Prefix Dropdown Contains Valid CIDR Options,positive,regression|apn|TC_APN_057|positive,no,
204,APN,tests/apn_tests.robot,TC_APN_058,Verify Multiple IPV6 Subnet Masks Can Be Added,positive,regression|apn|TC_APN_058|positive,no,
205,APN,tests/apn_tests.robot,TC_APN_059,Verify Delete Icon Removes IPV6 Subnet Row,positive,regression|apn|TC_APN_059|positive,no,
206,APN,tests/apn_tests.robot,TC_APN_060,Verify CSV Upload Imports IPV6 Subnet Entries,positive,regression|apn|TC_APN_060|positive,no,
207,APN,tests/apn_tests.robot,TC_APN_061,Verify Total Host IPV4 Count Sums Correctly,positive,regression|apn|TC_APN_061|positive,no,
208,APN,tests/apn_tests.robot,TC_APN_062,Verify Total Host IPV6 Count Sums Correctly,positive,regression|apn|TC_APN_062|positive,no,
209,APN,tests/apn_tests.robot,TC_APN_063,Verify Subnet Section Collapse Expand Retains Data,positive,regression|apn|TC_APN_063|positive,no,
210,APN,tests/apn_tests.robot,TC_APN_064,Verify Change Prefix And Recalculate Updates Host Range,positive,regression|apn|TC_APN_064|positive,no,
211,APN,tests/apn_tests.robot,TC_APN_065,Verify Edge CIDR Values For IPV4 Subnet Boundaries,positive,regression|apn|TC_APN_065|positive,no,
213,SIM Range,tests/sim_range_tests.robot,TC_SR_002,Verify Create SIM Range Page Elements Visible,positive,regression|sim-range|TC_SR_002|smoke|positive,no,
214,SIM Range,tests/sim_range_tests.robot,TC_SR_003,Verify Pool Count Auto Calculated After Adding Ranges,positive,regression|sim-range|TC_SR_003|positive,no,
215,SIM Range,tests/sim_range_tests.robot,TC_SR_004,Verify Cancel Button Redirects To SIM Range List,positive,regression|sim-range|TC_SR_004|positive,no,
216,SIM Range,tests/sim_range_tests.robot,TC_SR_005,Verify ICCID IMSI Tab Selection Shows Grid,positive,regression|sim-range|TC_SR_005|positive,no,
217,SIM Range,tests/sim_range_tests.robot,TC_SR_006,Verify ICCID Range Grid Shows Entry After Adding,positive,regression|sim-range|TC_SR_006|positive,no,
218,SIM Range,tests/sim_range_tests.robot,TC_SR_007,Verify IMSI Range Grid Shows Entry After Adding,positive,regression|sim-range|TC_SR_007|positive,no,
219,SIM Range,tests/sim_range_tests.robot,TC_SR_008,Submit Button Disabled When Pool Name Empty,negative,regression|sim-range|TC_SR_008|negative,no,
220,SIM Range,tests/sim_range_tests.robot,TC_SR_009,Submit Button Disabled When Account Not Selected,negative,regression|sim-range|TC_SR_009|negative,no,
221,SIM Range,tests/sim_range_tests.robot,TC_SR_010,Submit Button Disabled When Description Empty,negative,regression|sim-range|TC_SR_010|negative,no,
222,SIM Range,tests/sim_range_tests.robot,TC_SR_011,Submit Button Disabled When No ICCID Range Added,negative,regression|sim-range|TC_SR_011|negative,no,
223,SIM Range,tests/sim_range_tests.robot,TC_SR_012,Submit Button Disabled When ICCID And IMSI Counts Mismatch,negative,regression|sim-range|TC_SR_012|negative,no,
224,SIM Range,tests/sim_range_tests.robot,TC_SR_013,ICCID From Greater Than To Should Show Error,negative,regression|sim-range|TC_SR_013|negative,no,
225,SIM Range,tests/sim_range_tests.robot,TC_SR_014,ICCID Too Short Should Keep Popup Submit Disabled,negative,regression|sim-range|TC_SR_014|negative,no,
226,SIM Range,tests/sim_range_tests.robot,TC_SR_015,IMSI From Greater Than To Should Show Error,negative,regression|sim-range|TC_SR_015|negative,no,
227,SIM Range,tests/sim_range_tests.robot,TC_SR_016,IMSI Too Short Should Keep Popup Submit Disabled,negative,regression|sim-range|TC_SR_016|negative,no,
228,SIM Range,tests/sim_range_tests.robot,TC_SR_017,SQL Injection In Pool Name Should Be Rejected,negative,regression|sim-range|TC_SR_017|negative,no,
229,SIM Range,tests/sim_range_tests.robot,TC_SR_018,Special Characters In Pool Name Should Be Rejected,negative,regression|sim-range|TC_SR_018|negative,no,
230,SIM Range,tests/sim_range_tests.robot,TC_SR_019,Pool Name Exceeding Max Length Should Be Rejected,negative,regression|sim-range|TC_SR_019|negative,no,
231,SIM Range,tests/sim_range_tests.robot,TC_SR_020,Direct Access To Create SIM Range Without Login Should Redirect,negative,regression|sim-range|TC_SR_020|negative,no,
232,SIM Range,tests/sim_range_tests.robot,TC_SR_021,Direct Access To SIM Range Without Login Should Redirect,negative,regression|sim-range|TC_SR_021|negative,no,
234,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_002,Verify MSISDN Tab Selection Shows Grid,positive,regression|sim-range-msisdn|TC_SRM_002|smoke|positive,no,
235,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_003,Verify Create MSISDN SIM Range Page Elements Visible,positive,regression|sim-range-msisdn|TC_SRM_003|smoke|positive,no,
236,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_004,Verify Assets Type Is Hidden For MSISDN Flow,positive,regression|sim-range-msisdn|TC_SRM_004|positive,no,
237,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_005,Verify Pool Count Auto Calculated After Adding MSISDN Range,positive,regression|sim-range-msisdn|TC_SRM_005|positive,no,
238,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_006,Verify Pool Count Is Zero Before Adding MSISDN Range,positive,regression|sim-range-msisdn|TC_SRM_006|positive,no,
239,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_007,Verify Pool Count Field Is Disabled,positive,regression|sim-range-msisdn|TC_SRM_007|positive,no,
240,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_008,Verify MSISDN Range Grid Shows Entry After Adding,positive,regression|sim-range-msisdn|TC_SRM_008|positive,no,
241,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_009,Verify Cancel Button Redirects To SIM Range List,positive,regression|sim-range-msisdn|TC_SRM_009|positive,no,
242,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_010,Verify SIM Category Selection For MSISDN,positive,regression|sim-range-msisdn|TC_SRM_010|positive,no,
243,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_011,Submit Disabled When Pool Name Empty,negative,regression|sim-range-msisdn|TC_SRM_011|negative,no,
244,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_012,Submit Disabled When Account Not Selected,negative,regression|sim-range-msisdn|TC_SRM_012|negative,no,
245,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_013,Submit Disabled When Description Empty,negative,regression|sim-range-msisdn|TC_SRM_013|negative,no,
246,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_014,Submit Disabled When No MSISDN Range Added,negative,regression|sim-range-msisdn|TC_SRM_014|negative,no,
247,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_015,MSISDN From Greater Than To Should Show Error,negative,regression|sim-range-msisdn|TC_SRM_015|negative,no,
248,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_016,MSISDN From Below 10 Digits Keeps Popup Submit Disabled,negative,regression|sim-range-msisdn|TC_SRM_016|negative,no,
249,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_017,MSISDN To Below 10 Digits Keeps Popup Submit Disabled,negative,regression|sim-range-msisdn|TC_SRM_017|negative,no,
250,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_018,Overlapping MSISDN Range Should Show Error,negative,regression|sim-range-msisdn|TC_SRM_018|negative,no,
251,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_019,MSISDN Input Exceeding 15 Digits Gets Truncated,negative,regression|sim-range-msisdn|TC_SRM_019|negative,no,
252,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_020,Close MSISDN Popup Without Submitting Clears Fields,negative,regression|sim-range-msisdn|TC_SRM_020|negative,no,
253,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_021,SQL Injection In Pool Name Should Be Rejected,negative,regression|sim-range-msisdn|TC_SRM_021|negative,no,
254,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_022,Special Characters In Pool Name Should Be Rejected,negative,regression|sim-range-msisdn|TC_SRM_022|negative,no,
255,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_023,Pool Name Exceeding Max Length Should Be Rejected,negative,regression|sim-range-msisdn|TC_SRM_023|negative,no,
256,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_024,Description Exceeding Max Length Should Be Rejected,negative,regression|sim-range-msisdn|TC_SRM_024|negative,no,
257,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_025,Direct Access To Create MSISDN SIM Range Without Login,negative,regression|sim-range-msisdn|TC_SRM_025|negative,no,
258,SIM Range MSISDN,tests/sim_range_msisdn_tests.robot,TC_SRM_026,Direct Access To SIM Range MSISDN Tab Without Login,negative,regression|sim-range-msisdn|TC_SRM_026|negative,no,
259,SIM Order,tests/sim_order_tests.robot,TC_SO_001,E2E Create SIM Order Successfully,positive,regression|sim-order|TC_SO_001|smoke|positive,no,
260,SIM Order,tests/sim_order_tests.robot,TC_SO_002,Verify Live Order Grid Loads After Login,positive,regression|sim-order|TC_SO_002|smoke|positive,no,
261,SIM Order,tests/sim_order_tests.robot,TC_SO_003,Verify Create SIM Order Wizard Elements Visible,positive,regression|sim-order|TC_SO_003|smoke|positive,no,
262,SIM Order,tests/sim_order_tests.robot,TC_SO_004,Verify Wizard Previous Button Navigates Back,positive,regression|sim-order|TC_SO_004|positive,no,
263,SIM Order,tests/sim_order_tests.robot,TC_SO_005,Verify Preview Page Shows Order And Shipping Summary,positive,regression|sim-order|TC_SO_005|positive,no,
264,SIM Order,tests/sim_order_tests.robot,TC_SO_006,Verify Close Button On Preview Redirects To Live Order,positive,regression|sim-order|TC_SO_006|positive,no,
265,SIM Order,tests/sim_order_tests.robot,TC_SO_007,Verify Search Functionality On Live Order Grid,positive,regression|sim-order|TC_SO_007|positive,no,
266,SIM Order,tests/sim_order_tests.robot,TC_SO_008,Cancel Order With Valid Reason And Remarks,positive,regression|sim-order|TC_SO_008|positive,no,
267,SIM Order,tests/sim_order_tests.robot,TC_SO_009,Close Cancel Modal Without Proceeding,positive,regression|sim-order|TC_SO_009|positive,no,
268,SIM Order,tests/sim_order_tests.robot,TC_SO_010,Next Blocked When Account Not Selected,negative,regression|sim-order|TC_SO_010|negative,no,
269,SIM Order,tests/sim_order_tests.robot,TC_SO_011,Next Blocked When SIM Type Not Selected,negative,regression|sim-order|TC_SO_011|negative,no,
270,SIM Order,tests/sim_order_tests.robot,TC_SO_012,Quantity Zero Should Show Error Or Block Next,negative,regression|sim-order|TC_SO_012|negative,no,
271,SIM Order,tests/sim_order_tests.robot,TC_SO_013,Quantity Negative Should Show Error Or Block Next,negative,regression|sim-order|TC_SO_013|negative,no,
272,SIM Order,tests/sim_order_tests.robot,TC_SO_014,Quantity Non Numeric Should Show Error Or Block Next,negative,regression|sim-order|TC_SO_014|negative,no,
273,SIM Order,tests/sim_order_tests.robot,TC_SO_015,Next Blocked On Step 2 When Address Line 1 Empty,negative,regression|sim-order|TC_SO_015|negative,no,
274,SIM Order,tests/sim_order_tests.robot,TC_SO_016,Submit Without Accepting Terms Should Be Blocked,negative,regression|sim-order|TC_SO_016|negative,no,
275,SIM Order,tests/sim_order_tests.robot,TC_SO_017,SQL Injection In Quantity Field,negative,regression|sim-order|TC_SO_017|negative,no,
276,SIM Order,tests/sim_order_tests.robot,TC_SO_018,Special Characters In Address Fields,negative,regression|sim-order|TC_SO_018|negative,no,
277,SIM Order,tests/sim_order_tests.robot,TC_SO_019,Cancel Order With Empty Reason Should Be Blocked,negative,regression|sim-order|TC_SO_019|negative,no,
278,SIM Order,tests/sim_order_tests.robot,TC_SO_020,Direct Access To Create SIM Order Without Login Should Redirect,negative,regression|sim-order|TC_SO_020|negative,no,
279,SIM Order,tests/sim_order_tests.robot,TC_SO_021,Direct Access To Live Order Without Login Should Redirect,negative,regression|sim-order|TC_SO_021|negative,no,
280,IP Pool,tests/ip_pool_tests.robot,TC_IPP_001,E2E Create IP Pool With Public APN,positive,regression|ip-pool|TC_IPP_001|smoke|positive,no,
281,IP Pool,tests/ip_pool_tests.robot,TC_IPP_002,Verify IP Pool Listing Page Loads,positive,regression|ip-pool|TC_IPP_002|smoke|positive,no,
282,IP Pool,tests/ip_pool_tests.robot,TC_IPP_003,Verify Create IP Pool Form Elements Visible,positive,regression|ip-pool|TC_IPP_003|smoke|positive,no,
283,IP Pool,tests/ip_pool_tests.robot,TC_IPP_004,Verify IP Details Panel After Clicking Create,positive,regression|ip-pool|TC_IPP_004|positive,no,
284,IP Pool,tests/ip_pool_tests.robot,TC_IPP_005,Verify Pool Count In IP Details Panel,positive,regression|ip-pool|TC_IPP_005|positive,no,
285,IP Pool,tests/ip_pool_tests.robot,TC_IPP_006,Cancel Before Submit Redirects To Listing,positive,regression|ip-pool|TC_IPP_006|positive,no,
286,IP Pool,tests/ip_pool_tests.robot,TC_IPP_007,Verify APN Dropdown Populates After Account And Type,positive,regression|ip-pool|TC_IPP_007|positive,no,
287,IP Pool,tests/ip_pool_tests.robot,TC_IPP_008,Verify Close Button On Create Page Redirects,positive,regression|ip-pool|TC_IPP_008|positive,no,
288,IP Pool,tests/ip_pool_tests.robot,TC_IPP_009,Create With No Fields Filled Should Show Error,negative,regression|ip-pool|TC_IPP_009|negative,no,
289,IP Pool,tests/ip_pool_tests.robot,TC_IPP_010,Create Without Account Should Show Error,negative,regression|ip-pool|TC_IPP_010|negative,no,
290,IP Pool,tests/ip_pool_tests.robot,TC_IPP_011,Create Without APN Type Should Show Error,negative,regression|ip-pool|TC_IPP_011|negative,no,
291,IP Pool,tests/ip_pool_tests.robot,TC_IPP_012,Create Without Number Of IPs Should Show Error,negative,regression|ip-pool|TC_IPP_012|negative,no,
292,IP Pool,tests/ip_pool_tests.robot,TC_IPP_013,Create Without APN Selected Should Show Error,negative,regression|ip-pool|TC_IPP_013|negative,no,
293,IP Pool,tests/ip_pool_tests.robot,TC_IPP_014,Create With Zero IPs Should Show Error,negative,regression|ip-pool|TC_IPP_014|negative,no,
294,IP Pool,tests/ip_pool_tests.robot,TC_IPP_015,Create With Non Numeric IPs Should Show Error,negative,regression|ip-pool|TC_IPP_015|negative,no,
295,IP Pool,tests/ip_pool_tests.robot,TC_IPP_016,Direct Access To Create IP Pool Without Login,negative,regression|ip-pool|TC_IPP_016|negative,no,
296,IP Pool,tests/ip_pool_tests.robot,TC_IPP_017,Direct Access To IP Pool List Without Login,negative,regression|ip-pool|TC_IPP_017|negative,no,
297,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_001,E2E Create IP Whitelisting Policy TCP Any Port,positive,regression|ip-whitelist|TC_IPW_001|smoke|positive,no,
298,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_002,Verify IP Whitelisting Listing Page Loads,positive,regression|ip-whitelist|TC_IPW_002|smoke|positive,no,
299,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_003,Verify Create IP Whitelisting Form Elements Visible,positive,regression|ip-whitelist|TC_IPW_003|smoke|positive,no,
300,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_004,Verify BU Dropdown Populates After Customer Selection,positive,regression|ip-whitelist|TC_IPW_004|positive,no,
301,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_005,Verify Rule Dialog Opens After Customer And BU Selected,positive,regression|ip-whitelist|TC_IPW_005|positive,no,
302,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_006,Verify Rule Appears In Grid After Submitting,positive,regression|ip-whitelist|TC_IPW_006|positive,no,
303,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_007,Verify Create Button Enabled After Adding Rule,positive,regression|ip-whitelist|TC_IPW_007|positive,no,
304,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_008,Create Policy With EnterPort And Specific Port Value,positive,regression|ip-whitelist|TC_IPW_008|positive,no,
305,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_009,Verify Cancel Button Redirects To Listing,positive,regression|ip-whitelist|TC_IPW_009|positive,no,
306,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_010,Add Rule Without Customer Should Not Open Dialog,negative,regression|ip-whitelist|TC_IPW_010|negative,no,
307,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_011,Add Rule Without BU Should Not Open Dialog,negative,regression|ip-whitelist|TC_IPW_011|negative,no,
308,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_012,Create Button Disabled With No Rules,negative,regression|ip-whitelist|TC_IPW_012|negative,no,
309,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_013,Submit Rule With No Fields Should Show Error,negative,regression|ip-whitelist|TC_IPW_013|negative,no,
310,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_014,Submit Rule Without Destination Should Show Error,negative,regression|ip-whitelist|TC_IPW_014|negative,no,
311,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_015,Submit Rule With Invalid Destination Address,negative,regression|ip-whitelist|TC_IPW_015|negative,no,
312,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_016,Port Value Exceeding 65535 Should Show Error,negative,regression|ip-whitelist|TC_IPW_016|negative,no,
313,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_017,Close Rule Dialog Without Submitting,negative,regression|ip-whitelist|TC_IPW_017|negative,no,
314,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_018,Close Create Page Before Submitting,negative,regression|ip-whitelist|TC_IPW_018|negative,no,
315,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_019,Direct Access To Create IP Whitelisting Without Login,negative,regression|ip-whitelist|TC_IPW_019|negative,no,
316,IP Whitelist,tests/ip_whitelist_tests.robot,TC_IPW_020,Direct Access To IP Whitelisting List Without Login,negative,regression|ip-whitelist|TC_IPW_020|negative,no,
317,Cost Center,tests/cost_center_tests.robot,TC_CC_001,Navigate To ManageAccount Page,positive,regression|cost-center|TC_CC_001|smoke|positive,no,
318,Cost Center,tests/cost_center_tests.robot,TC_CC_002,Verify Create Cost Center Button Visible,positive,regression|cost-center|TC_CC_002|smoke|positive,no,
319,Cost Center,tests/cost_center_tests.robot,TC_CC_003,Open Create Cost Center Form,positive,regression|cost-center|TC_CC_003|smoke|positive,no,
320,Cost Center,tests/cost_center_tests.robot,TC_CC_004,Verify All Form Fields Present,positive,regression|cost-center|TC_CC_004|positive,no,
321,Cost Center,tests/cost_center_tests.robot,TC_CC_005,Verify Parent Account TreeView Has Nodes,positive,regression|cost-center|TC_CC_005|positive,no,
322,Cost Center,tests/cost_center_tests.robot,TC_CC_006,Verify Submit Button Is Present And Enabled,positive,regression|cost-center|TC_CC_006|positive,no,
323,Cost Center,tests/cost_center_tests.robot,TC_CC_007,Create Cost Center With All Fields,positive,regression|cost-center|TC_CC_007|smoke|positive,no,
324,Cost Center,tests/cost_center_tests.robot,TC_CC_008,Create Cost Center Without Comment,positive,regression|cost-center|TC_CC_008|positive,no,
325,Cost Center,tests/cost_center_tests.robot,TC_CC_009,Verify No Validation Errors With Valid Data,positive,regression|cost-center|TC_CC_009|positive,no,
326,Cost Center,tests/cost_center_tests.robot,TC_CC_010,Submit With Empty Account Name,negative,regression|cost-center|TC_CC_010|negative,no,
327,Cost Center,tests/cost_center_tests.robot,TC_CC_011,Submit Without Selecting Parent Account,negative,regression|cost-center|TC_CC_011|negative,no,
328,Cost Center,tests/cost_center_tests.robot,TC_CC_012,Submit With Both Mandatory Fields Empty,negative,regression|cost-center|TC_CC_012|negative,no,
329,Cost Center,tests/cost_center_tests.robot,TC_CC_013,Submit With Only Spaces In Account Name,negative,regression|cost-center|TC_CC_013|negative,no,
330,Cost Center,tests/cost_center_tests.robot,TC_CC_014,Duplicate Cost Center Name,negative,regression|cost-center|TC_CC_014|negative,no,
331,Cost Center,tests/cost_center_tests.robot,TC_CC_015,Account Name Exceeds 100 Characters,negative,regression|cost-center|TC_CC_015|negative,no,
332,Cost Center,tests/cost_center_tests.robot,TC_CC_016,Account Name Exactly 100 Characters,positive,regression|cost-center|TC_CC_016|positive,no,
333,Cost Center,tests/cost_center_tests.robot,TC_CC_017,Comment Exceeds 50 Characters,negative,regression|cost-center|TC_CC_017|negative,no,
334,Cost Center,tests/cost_center_tests.robot,TC_CC_018,Comment Exactly 50 Characters,positive,regression|cost-center|TC_CC_018|positive,no,
335,Cost Center,tests/cost_center_tests.robot,TC_CC_020,Account Name With Semicolons Stripped,negative,regression|cost-center|TC_CC_020|negative,no,
336,Cost Center,tests/cost_center_tests.robot,TC_CC_021,Close Form Without Submitting,negative,regression|cost-center|TC_CC_021|negative,no,
337,Cost Center,tests/cost_center_tests.robot,TC_CC_022,Close Empty Form,negative,regression|cost-center|TC_CC_022|negative,no,
338,Cost Center,tests/cost_center_tests.robot,TC_CC_023,Close After Selecting Only Parent Account,negative,regression|cost-center|TC_CC_023|negative,no,
339,Cost Center,tests/cost_center_tests.robot,TC_CC_024,Expand Billing Account And Verify Cost Center Tab,positive,regression|cost-center|TC_CC_024|positive,no,
340,Cost Center,tests/cost_center_tests.robot,TC_CC_025,Open Cost Center Tab And Verify Grid Loads,positive,regression|cost-center|TC_CC_025|positive,no,
341,Cost Center,tests/cost_center_tests.robot,TC_CC_026,Verify Edit Delete Buttons In Cost Center Grid,positive,regression|cost-center|TC_CC_026|positive,no,
342,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_001,Navigate To CSR Journey Module Via Admin,positive,regression|csr-journey|TC_CSRJ_001|smoke|positive,no,
343,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_056,E2E Landing Grids And Customer Search,positive,regression|csr-journey|TC_CSRJ_056|positive,no,
344,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_057,E2E Tariff Plan Search In Wizard,positive,regression|csr-journey|TC_CSRJ_057|positive,no,
345,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_004,Create CSR Journey End To End Standard Flow,positive,regression|csr-journey|TC_CSRJ_004|smoke|positive,no,
346,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_058,E2E Close From Each Wizard Step,negative,regression|csr-journey|TC_CSRJ_058|negative,no,
347,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_040,APN Type Conflict Should Show Error,negative,regression|csr-journey|TC_CSRJ_040|negative,no,
348,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_059,E2E Post Create Grid Popup And Overwrite,positive,regression|csr-journey|TC_CSRJ_059|positive,no,
349,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_052,Modify CSR Journey Via Edit And Save,positive,regression|csr-journey|TC_CSRJ_052|positive,no,
350,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_053,Edit CSR Journey Update Service Types And Save,positive,regression|csr-journey|TC_CSRJ_053|positive,no,
351,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_054,Add Multiple Device Plans In Single CSR Journey,positive,regression|csr-journey|TC_CSRJ_054|positive,no,
352,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_055,Verify Multiple Device Plan Rows On Summary,positive,regression|csr-journey|TC_CSRJ_055|positive,no,
353,CSR Journey,tests/csr_journey_tests.robot,TC_CSRJ_004_Delete,Delete CSR Created In Test Case 4,positive,regression|csr-journey|positive,no,
354,SIM Product Type,tests/product_type_tests.robot,TC_PT_001,Create SIM Product Type Standard Flow,positive,regression|product-type|TC_PT_001|smoke|positive,no,
355,SIM Product Type,tests/product_type_tests.robot,TC_PT_002,Assign EC To Existing Product Type,positive,regression|product-type|TC_PT_002|smoke|positive,no,
356,SIM Product Type,tests/product_type_tests.robot,TC_PT_011,Verify Create Button Visible For RW User,positive,regression|product-type|TC_PT_011|positive,no,
357,SIM Product Type,tests/product_type_tests.robot,TC_PT_013,Close Assign Popup Without Saving Should Not Change Assignment,positive,regression|product-type|TC_PT_013|positive,no,
358,SIM Product Type,tests/product_type_tests.robot,TC_PT_003,Submit Without Selecting Account,negative,regression|product-type|TC_PT_003|negative,no,
359,SIM Product Type,tests/product_type_tests.robot,TC_PT_004,Submit With Blank Product Type Name,negative,regression|product-type|TC_PT_004|negative,no,
360,SIM Product Type,tests/product_type_tests.robot,TC_PT_005,Submit Without Selecting Service Type,negative,regression|product-type|TC_PT_005|negative,no,
361,SIM Product Type,tests/product_type_tests.robot,TC_PT_006,Submit With Blank Service Sub Type 2,negative,regression|product-type|TC_PT_006|negative,no,
362,SIM Product Type,tests/product_type_tests.robot,TC_PT_007,Submit With Blank Service Sub Type 3,negative,regression|product-type|TC_PT_007|negative,no,
363,SIM Product Type,tests/product_type_tests.robot,TC_PT_008,Submit With Blank Service Sub Type 4,negative,regression|product-type|TC_PT_008|negative,no,
364,SIM Product Type,tests/product_type_tests.robot,TC_PT_009,Submit With Esim Sub Type 3 But Blank Profile Name,negative,regression|product-type|TC_PT_009|negative,no,
